gene_id	gene	Macs_1	Macs_2	Macs_3	Macs+DRG_1	Macs+DRG_2	Macs+DRG_3	Macs+TGF_1	Macs+TGF_2	Macs+TGF_3
ENSMUSG00000103355	RP23-76C20.3	3.247406853	1.151096487	3.099493522	2.771860533	1.562806463	3.322190216	2.254583649	0	2.272499003
ENSMUSG00000103845	RP23-76C20.4	64.94813705	26.47521921	75.93759128	14.5522678	17.19087109	12.62432282	27.05500379	4.370387201	29.54248704
ENSMUSG00000033740	St18	1485.688635	1293.832452	1562.144735	1143.738952	859.5435545	847.8229431	1618.039532	1217.152836	1774.821721
ENSMUSG00000103329	RP23-299N6.2	4.871110279	21.87083326	55.01601001	25.98619249	9.376838776	12.62432282	17.28514131	10.925968	27.26998803
ENSMUSG00000104385	RP23-299N6.1	1.623703426	0	0	0	0.781403231	0	0.751527883	0	0
ENSMUSG00000102135	RP23-5K7.4	146.1333084	41.43947355	41.06828916	55.78369322	82.04733929	63.1216141	53.3584797	80.85216322	18.17999202
ENSMUSG00000051285	Pcmtd1	5303.015391	4414.455029	5080.069882	6135.166807	5290.099876	6058.346077	5173.517947	4191.201326	4883.600357
ENSMUSG00000098201	Gm26983	8.118517132	0	0.77487338	3.118343099	1.562806463	0.664438043	1.503055766	4.370387201	4.544998006
ENSMUSG00000103509	WI1-817D1.2	157.4992324	230.2192975	312.2739723	546.7494901	488.3770196	388.6962552	306.6233763	207.5933921	279.5173773
ENSMUSG00000048538	Gm9826	43.83999251	10.35986839	6.198987043	7.969099032	14.8466614	9.302132604	9.769862479	8.740774403	18.17999202
ENSMUSG00000097797	Gm26901	19.48444112	17.26644731	24.79594817	25.63970993	36.72595187	15.28207499	21.04278073	13.1111616	27.26998803
ENSMUSG00000104226	RP23-404K2.2	8.118517132	0	0.77487338	0.346482567	0	0.664438043	0	6.555580802	0
ENSMUSG00000103903	RP23-404K2.1	0	1.151096487	0	0	0	0	0	0	2.272499003
ENSMUSG00000025909	Sntg1	3.247406853	0	0	1.0394477	0	0	0	2.185193601	0
ENSMUSG00000086235	Gm16284	1.623703426	0	0.77487338	1.0394477	0	0	0	2.185193601	2.272499003
ENSMUSG00000084353	Gm15452	8.118517132	2.302192975	2.324620141	3.464825666	5.469822619	3.322190216	8.266806713	24.03712961	2.272499003
ENSMUSG00000103933	RP23-397E23.1	24.3555514	9.208771899	17.82208775	13.85930266	20.31648401	9.302132604	19.53972496	17.48154881	2.272499003
ENSMUSG00000076135	Gm24276	11.36592398	13.81315785	9.298480565	9.701511865	15.62806463	17.93982717	7.51527883	13.1111616	29.54248704
ENSMUSG00000104504	RP23-200C17.1	0	0	0	0.346482567	3.125612925	0	0	2.185193601	2.272499003
ENSMUSG00000066693	Gm7493	1.623703426	0	3.099493522	0	0	0	0	0	0
ENSMUSG00000102316	RP23-331M15.1	0	0	1.549746761	0	0	0	0	0	0
ENSMUSG00000101571	RP23-411P10.5	0	0	0	0.346482567	0.781403231	0	0	0	0
ENSMUSG00000104428	RP23-411P10.3	0	0	0	0	0	0	1.503055766	0	9.089996011
ENSMUSG00000065625	Gm24765	0	0	0	3.464825666	0	0	0	0	0
ENSMUSG00000103411	RP24-361E12.1	0	0	0	1.0394477	0	0.664438043	0	0	9.089996011
ENSMUSG00000061024	Rrs1	3814.079349	4305.100863	3398.594646	3411.120868	4256.303401	3663.71137	3581.781891	4958.20428	3290.578556
ENSMUSG00000025911	Adhfe1	30.8503651	56.40372788	68.96373086	64.79223995	69.54488759	32.55746411	67.63750947	54.62984002	72.71996809
ENSMUSG00000079671	2610203C22Rik	581.2858266	611.2322348	675.6895877	415.7790799	467.2791323	386.7029411	657.5868977	703.6323394	490.8597846
ENSMUSG00000081441	Gm6161	17.86073769	42.59057004	31.7698086	13.16633753	19.53508078	17.93982717	13.52750189	10.925968	9.089996011
ENSMUSG00000067879	3110035E14Rik	1.623703426	1.151096487	7.748733804	0	7.814032313	3.986628259	7.51527883	0	4.544998006
ENSMUSG00000025912	Mybl1	1266.488673	1411.244294	1425.76702	1282.331979	1133.816089	1089.678391	1449.697286	1311.11616	1415.766879
ENSMUSG00000045210	Vcpip1	9123.589553	8694.23177	8505.010223	9353.98985	9118.194306	9891.489148	8825.943458	8360.550716	9103.631005
ENSMUSG00000097893	1700034P13Rik	40.59258566	35.68399111	24.79594817	41.23142543	15.62806463	23.25533151	25.55194802	24.03712961	15.90749302
ENSMUSG00000025915	Sgk3	7266.072833	6701.68375	7799.100574	6522.880799	6691.15587	6841.71853	8514.810915	7632.881247	6765.229531
ENSMUSG00000046334	Gm6195	1.623703426	0	3.099493522	2.0788954	0.781403231	0	1.503055766	4.370387201	2.272499003
ENSMUSG00000046101	Mcmdc2	21.10814454	10.35986839	15.49746761	15.93819806	21.09788725	12.62432282	0.751527883	6.555580802	9.089996011
ENSMUSG00000098234	Snhg6	862.1865194	658.4271908	834.5386307	888.7277833	1094.745927	920.2466898	929.6399913	1142.856253	845.369629
ENSMUSG00000093178	Snord87	48.71110279	5.755482437	3.099493522	3.811308233	14.8466614	12.62432282	11.27291825	15.2963552	2.272499003
ENSMUSG00000099032	Tcf24	14.61333084	23.02192975	16.27234099	12.81985496	5.469822619	1.328876086	23.29736437	13.1111616	49.99497806
ENSMUSG00000104025	RP23-228G18.3	0	0	0	0	0	0	4.509167298	0	0
ENSMUSG00000025916	Ppp1r42	0	0	0.77487338	0	3.125612925	0	2.254583649	8.740774403	0
ENSMUSG00000025917	Cops5	5648.86422	5619.653052	5546.543657	5556.887403	5655.015185	5886.921062	6502.970772	7047.249362	5283.560181
ENSMUSG00000056763	Cspp1	2432.307733	2340.179159	2739.952273	3145.36874	3134.989764	2823.197245	2373.325055	2394.972186	2742.906296
ENSMUSG00000102638	RP23-228G18.6	30.8503651	44.89276301	63.53961719	69.98947845	106.2708395	63.1216141	57.11611911	54.62984002	77.26496609
ENSMUSG00000067851	Arfgef1	11281.49141	11020.59777	11014.8251	11718.38688	12057.83326	11463.54956	10572.49426	9724.111523	10907.99521
ENSMUSG00000102556	RP24-327F2.1	37.34517881	44.89276301	92.20993227	69.29651332	92.98698453	74.41706083	72.89820465	43.70387201	56.81247507
ENSMUSG00000083422	Gm15604	8.118517132	0	0.77487338	1.0394477	0.781403231	0	0.751527883	0	0
ENSMUSG00000081417	Gm15603	0	0	0	1.0394477	0	0	0	0	0
ENSMUSG00000100648	Gm28659	1.623703426	0	0	0.692965133	0	0	0	0	0
ENSMUSG00000048960	Prex2	0	0	0	1.385930266	7.814032313	5.315504345	0	0	0
ENSMUSG00000057715	A830018L16Rik	0	0	0	0	0	1.993314129	0	17.48154881	0
ENSMUSG00000101610	Gm7560	63.32443363	10.35986839	3.874366902	7.276133899	12.5024517	10.63100869	6.763750947	32.77790401	9.089996011
ENSMUSG00000093864	Gm22633	0	0	0	0.346482567	0.781403231	0.664438043	1.503055766	0	2.272499003
ENSMUSG00000097628	Gm2383	16.23703426	5.755482437	3.099493522	3.464825666	1.562806463	2.657752173	3.006111532	0	0
ENSMUSG00000016918	Sulf1	0	0	0	112.2603516	148.466614	199.995851	0	0	2.272499003
ENSMUSG00000025938	Slco5a1	17.86073769	36.8350876	27.12056831	39.84549516	25.0049034	27.24195977	35.3218105	24.03712961	43.17748105
ENSMUSG00000042414	Prdm14	0	0	0	0	0	0	0	0	11.36249501
ENSMUSG00000005886	Ncoa2	7373.237259	7403.852607	7675.895706	7608.757163	7980.471202	6635.742737	7083.150298	6184.09789	8053.736466
ENSMUSG00000103506	RP23-93D12.2	30.8503651	65.61249978	117.0058804	114.339247	99.23821038	78.40368909	42.83708933	76.48177602	79.5374651
ENSMUSG00000103495	RP23-93D12.1	1.623703426	20.71973677	21.69645465	39.49901259	76.57751667	24.5842076	14.27902978	10.925968	24.99748903
ENSMUSG00000099183	Gm27881	0	0	0	1.0394477	0	0	0	0	0
ENSMUSG00000102639	RP23-125I14.4	0	2.302192975	9.298480565	15.24523293	15.62806463	13.95319891	18.78819708	0	9.089996011
ENSMUSG00000104170	RP23-125I14.3	32.47406853	40.28837706	85.23607184	85.58119395	96.11259745	31.89302607	36.82486627	21.85193601	40.90498205
ENSMUSG00000087782	Gm23169	0	27.6263157	6.973860424	9.008546732	14.06525816	2.657752173	2.254583649	4.370387201	13.63499402
ENSMUSG00000103085	RP23-125I14.2	17.86073769	56.40372788	80.58683156	151.7593642	225.0441306	66.44380431	69.14056524	78.66696962	43.17748105
ENSMUSG00000102664	RP23-125I14.1	24.3555514	78.27456115	65.86423733	110.5279387	172.6901141	35.87965433	66.88598159	39.33348481	77.26496609
ENSMUSG00000101476	Gm29570	0	0	2.324620141	6.236686199	0	0	0	4.370387201	4.544998006
ENSMUSG00000101171	Gm7593	1.623703426	0	3.099493522	2.0788954	0	0	1.503055766	0	0
ENSMUSG00000025935	Tram1	31085.8021	34181.81019	27865.22163	28193.28644	27559.31057	32293.68221	33566.24137	32987.6826	27622.22538
ENSMUSG00000025937	Lactb2	2758.672121	3258.754156	3181.6301	3069.83554	2887.28494	3020.535344	3281.170737	2923.789038	2999.698684
ENSMUSG00000102982	RP23-70F22.2	42.21628909	21.87083326	47.2672762	69.98947845	98.45680715	38.5374065	48.8493124	59.00022722	63.62997208
ENSMUSG00000067813	Xkr9	3.247406853	2.302192975	0.77487338	0	1.562806463	0	0.751527883	4.370387201	0
ENSMUSG00000097711	Gm5523	14.61333084	6.906578925	3.874366902	4.504273366	4.688419388	5.979942388	4.509167298	8.740774403	0
ENSMUSG00000102166	RP23-74B7.1	0	0	0	0	0	2.657752173	0	0	0
ENSMUSG00000025932	Eya1	2494.008463	3059.614464	2921.272644	2376.177442	2945.108779	2763.397821	3108.319324	3220.975367	3801.890832
ENSMUSG00000102588	RP24-291C20.1	9.742220558	14.96425434	13.94772085	12.4733724	23.44209694	9.302132604	14.27902978	0	13.63499402
ENSMUSG00000025930	Msc	0	0	1.549746761	0.346482567	0.781403231	0	0	0	0
ENSMUSG00000081201	Smt3h2-ps4	0	0	0.77487338	1.0394477	2.344209694	0.664438043	1.503055766	4.370387201	2.272499003
ENSMUSG00000082193	Rpl5-ps1	155.8755289	28.77741219	32.54468198	46.77514649	89.07996837	59.79942388	50.35236816	100.5189056	29.54248704
ENSMUSG00000032769	Trpa1	1.623703426	0	1.549746761	1.0394477	4.688419388	0.664438043	1.503055766	4.370387201	0
ENSMUSG00000073737	Gm10566	12.98962741	25.32412272	10.07335395	9.701511865	7.032629082	7.308818475	8.266806713	10.925968	11.36249501
ENSMUSG00000088829	Gm25227	0	0	0	0.692965133	0	0	0	0	0
ENSMUSG00000025925	Terf1	2031.252986	2008.663371	1965.853766	2438.544304	2473.92263	2460.414074	2423.677423	2314.120023	2158.874053
ENSMUSG00000104379	RP23-325F17.4	8.118517132	42.59057004	43.3929093	38.11308233	54.69822619	44.51734889	15.78208554	0	47.72247906
ENSMUSG00000032719	Sbspon	0	0	0.77487338	1.0394477	0	5.315504345	0	0	0
ENSMUSG00000067795	4930444P10Rik	3.247406853	0	0	0	0	0	0	0	0
ENSMUSG00000043716	Rpl7	50680.65505	48691.38142	47337.01481	44863.25569	45780.07111	46380.43316	56264.63802	66578.47862	48574.66618
ENSMUSG00000025921	Rdh10	897.9079948	1055.555479	876.3817932	526.6535012	532.1356005	513.6106074	898.0758202	850.0403106	899.9096051
ENSMUSG00000100868	Gm28095	0	0	0	0	0	1.993314129	0	0	0
ENSMUSG00000025920	Stau2	2364.112189	2427.662492	2067.362179	2663.757972	2592.695922	2677.020876	2610.807866	2661.565806	2317.948983
ENSMUSG00000025939	Ube2w	2323.519603	2383.920825	2137.875657	3333.162291	3724.1678	3572.683358	2599.534947	2947.826167	1772.549222
ENSMUSG00000102457	RP23-382H8.2	17.86073769	11.51096487	6.973860424	29.10453559	23.44209694	11.95988478	4.509167298	21.85193601	18.17999202
ENSMUSG00000079658	Tceb1	4825.646583	2798.315561	3174.65624	4597.130694	4868.142131	5562.675297	4647.448429	5712.096072	3324.666041
ENSMUSG00000097744	D030040B21Rik	0	0	0	0.692965133	0	0	0	4.370387201	0
ENSMUSG00000100959	Gm7654	0	0	0	0.692965133	3.907016157	0	1.503055766	4.370387201	2.272499003
ENSMUSG00000025940	Tmem70	1901.356712	2578.456132	2283.551852	1995.046618	2110.570128	2108.261911	2586.758973	2379.675831	1790.729214
ENSMUSG00000025779	Ly96	711.1821007	770.0835501	702.0352826	665.2465279	582.9268106	695.0021931	856.7417867	812.8920194	745.3796729
ENSMUSG00000091020	Gm5828	6.494813705	1.151096487	1.549746761	5.543721066	4.688419388	4.651066302	5.260695181	4.370387201	0
ENSMUSG00000042686	Jph1	9.742220558	0	18.59696113	15.93819806	10.15824201	16.61095108	17.28514131	13.1111616	36.35998404
ENSMUSG00000025777	Gdap1	16.23703426	18.4175438	43.3929093	4.504273366	21.09788725	19.26870325	13.52750189	10.925968	24.99748903
ENSMUSG00000100398	Gm5251	0	0	0	0.692965133	0	1.328876086	0	2.185193601	0
ENSMUSG00000101589	Rbm6-ps1	47.08739936	10.35986839	21.69645465	22.8678494	26.56770986	20.59757934	27.05500379	17.48154881	9.089996011
ENSMUSG00000102048	Gm6075	1.623703426	2.302192975	3.099493522	0.346482567	3.125612925	1.328876086	1.503055766	0	0
ENSMUSG00000067780	Pi15	11.36592398	0	1.549746761	18.36357603	7.032629082	5.315504345	0	0	0
ENSMUSG00000100554	Gm7690	8.118517132	0	0	1.385930266	2.344209694	0	0	0	0
ENSMUSG00000099591	Gm17969	3.247406853	0	0	1.0394477	0.781403231	0	0	0	0
ENSMUSG00000101685	Gm17837	3.247406853	2.302192975	0	1.732412833	3.125612925	3.322190216	1.503055766	4.370387201	0
ENSMUSG00000100720	AC098736.2	12.98962741	11.51096487	10.07335395	11.78040726	11.72104847	10.63100869	5.260695181	19.66674241	4.544998006
ENSMUSG00000025927	Tfap2b	0	0	0	0	0	2.657752173	0	0	0
ENSMUSG00000100204	Gm4849	14.61333084	4.60438595	8.523607184	6.236686199	12.5024517	7.308818475	6.012223064	15.2963552	4.544998006
ENSMUSG00000089914	4930486I03Rik	0	0	2.324620141	0	0	0	0	0	0
ENSMUSG00000090142	Gm15795	3.247406853	1.151096487	0.77487338	0	0.781403231	1.328876086	3.006111532	4.370387201	0
ENSMUSG00000041872	Il17f	0	0	3.099493522	2.771860533	3.907016157	1.993314129	0	0	0
ENSMUSG00000041859	Mcm3	25209.6194	25768.44597	21561.62668	22925.3655	22970.12939	22743.04978	22875.75723	24841.28085	23177.21733
ENSMUSG00000099714	Gm20587	0	0	0	0.692965133	0	0	2.254583649	0	0
ENSMUSG00000025931	Paqr8	176.9836735	124.3184206	128.6289811	130.6239276	106.2708395	116.2766576	164.5846064	124.5560352	136.3499402
ENSMUSG00000100929	Gm28064	0	0	0.77487338	0.346482567	0	0	0	0	0
ENSMUSG00000041809	Efhc1	21.10814454	10.35986839	48.81702297	33.95529153	34.38174218	36.54409237	15.03055766	32.77790401	15.90749302
ENSMUSG00000041779	Tram2	3310.731286	3363.503936	2858.5079	3338.359529	3385.038798	3722.846356	2759.610387	2519.528222	3104.233638
ENSMUSG00000099971	Gm28287	0	9.208771899	2.324620141	0	0	8.637694561	0	0	0
ENSMUSG00000100819	Gm2693	0	0	0	1.732412833	0	0	1.503055766	4.370387201	0
ENSMUSG00000025933	Tmem14a	126.6488673	148.4914469	163.4982833	127.8520671	70.32629082	104.9812108	137.5296026	139.8523904	136.3499402
ENSMUSG00000102633	RP23-278E1.4	3.247406853	0	4.649240282	1.0394477	3.125612925	0	0	0	2.272499003
ENSMUSG00000025934	Gsta3	1274.60719	928.9348654	948.4450176	836.0624332	661.0671337	354.809915	1204.699197	1374.486775	872.6396171
ENSMUSG00000096375	Gm7094	0	0	0	6.236686199	3.907016157	7.308818475	8.266806713	0	13.63499402
ENSMUSG00000028033	Kcnq5	0	1.151096487	0	1.0394477	2.344209694	1.993314129	0.751527883	13.1111616	0
ENSMUSG00000082935	Gm7658	37.34517881	34.53289462	50.36676973	26.33267506	24.22350017	31.89302607	49.60084028	32.77790401	11.36249501
ENSMUSG00000041670	Rims1	1.623703426	0	1.549746761	2.425377966	6.251225851	1.328876086	3.006111532	4.370387201	0
ENSMUSG00000073730	4933415F23Rik	0	0	0	0	0.781403231	0	0	4.370387201	0
ENSMUSG00000065405	Mir30a	1.623703426	3.453289462	0	5.197238499	1.562806463	0	0	0	0
ENSMUSG00000100775	Gm29107	0	0	3.874366902	0	0	0	0	2.185193601	0
ENSMUSG00000026158	Ogfrl1	4960.413968	5092.45086	4488.841493	9579.896484	9244.78163	9835.676353	6548.062445	5530.725003	5842.594936
ENSMUSG00000026156	B3gat2	32.47406853	49.49714896	41.84316254	35.34122179	39.8515648	52.49060541	46.59472875	52.44464642	47.72247906
ENSMUSG00000026155	Smap1	5486.493878	6188.294716	5111.839691	5709.686215	5733.155508	6126.118758	5440.310345	5122.0938	4813.152888
ENSMUSG00000026154	1110058L19Rik	414.0443737	615.8366208	662.5167402	611.1952475	675.9137951	652.4781584	725.975935	804.151245	622.6647268
ENSMUSG00000102495	RP24-287C19.1	6.494813705	3.453289462	1.549746761	7.969099032	0.781403231	1.993314129	5.260695181	10.925968	11.36249501
ENSMUSG00000026153	Fam135a	810.2280098	582.4548226	795.0200883	967.0328434	975.1912327	901.6424246	746.2671879	887.1886019	943.0870861
ENSMUSG00000102398	RP23-255J24.2	0	3.453289462	0	0	0	0	0	0	0
ENSMUSG00000026147	Col9a1	0	0	0	0.692965133	0	0.664438043	0	0	0
ENSMUSG00000026141	Col19a1	50.33480622	40.28837706	45.71752944	6.929651332	14.06525816	2.657752173	43.58861722	21.85193601	36.35998404
ENSMUSG00000099997	Tubb4b-ps2	19.48444112	12.66206136	6.198987043	9.701511865	7.032629082	14.61763695	12.77597401	6.555580802	9.089996011
ENSMUSG00000100131	Gm28439	32.47406853	42.59057004	38.74366902	50.93293729	28.91191956	62.45717606	45.09167298	24.03712961	20.45249102
ENSMUSG00000067736	Gm10222	16.23703426	14.96425434	15.49746761	15.24523293	12.5024517	25.24864564	13.52750189	6.555580802	11.36249501
ENSMUSG00000101939	Gm28438	3.247406853	6.906578925	6.973860424	9.701511865	6.251225851	11.29544673	12.02444613	10.925968	11.36249501
ENSMUSG00000101111	Gm28437	79.56146789	105.9008768	83.68632508	116.0716598	90.64277483	155.4785021	104.4623757	113.6300672	49.99497806
ENSMUSG00000100862	Gm10925	94.17479873	191.0820169	134.8279682	186.0611383	115.6476782	235.8755053	148.8025208	124.5560352	74.99246709
ENSMUSG00000102070	Gm28661	142.8859015	115.1096487	99.95866607	137.5535789	97.67540392	205.3113553	166.83919	118.0004544	88.62746111
ENSMUSG00000101249	Gm29216	118.5303501	85.18114007	94.53455241	91.12491502	67.20067789	112.2900293	102.2077921	96.14851843	43.17748105
ENSMUSG00000073725	Lmbrd1	5782.007901	5836.059191	4789.492364	6060.326572	5952.729816	6071.634838	5473.377572	5074.019541	4674.530449
ENSMUSG00000080849	Gm15702	3.247406853	0	0	0	0	0	0	0	0
ENSMUSG00000103214	RP23-21P2.7	0	0	1.549746761	0	0	2.657752173	0	0	0
ENSMUSG00000102747	RP23-184I13.6	0	0	0	1.385930266	0	0	0	0	0
ENSMUSG00000073722	4931408C20Rik	0	0	0	0	0	2.657752173	0	0	0
ENSMUSG00000101033	Gm18776	1.623703426	0	0	0	0.781403231	0	0	0	0
ENSMUSG00000101372	Gm19028	11.36592398	4.60438595	3.874366902	1.385930266	5.469822619	1.328876086	1.503055766	6.555580802	6.817497008
ENSMUSG00000086240	Gm7846	105.5407227	28.77741219	44.94265606	89.73898475	72.67050051	140.8608651	96.94709691	87.40774403	74.99246709
ENSMUSG00000081557	Gm5697	1.623703426	0	0	0.346482567	0	0.664438043	0	0	0
ENSMUSG00000099492	Gm5525	100.6696124	96.69210494	51.14164311	62.02037942	78.14032313	89.03469778	86.42570655	65.55580802	77.26496609
ENSMUSG00000101726	Gm7858	1.623703426	1.151096487	0	0	0.781403231	0	0	0	0
ENSMUSG00000100261	Gm6473	0	0	3.874366902	1.0394477	0.781403231	3.322190216	0.751527883	6.555580802	0
ENSMUSG00000048874	Phf3	10391.70193	9296.255233	10436.76956	12487.92467	13022.86625	11575.17515	10476.29869	9555.851616	11280.68505
ENSMUSG00000103783	RP24-172B22.6	11.36592398	52.95043842	48.81702297	62.02037942	94.54979099	83.71919344	25.55194802	24.03712961	38.63248305
ENSMUSG00000104315	RP23-471J16.2	73.06665419	86.33223656	167.3726502	217.5910518	191.4437917	167.4383869	111.9776546	115.8152608	115.8974491
ENSMUSG00000026064	Ptp4a1	3718.280846	3826.244724	3793.78007	6397.800592	5348.705118	6294.221583	4897.707214	4376.942782	3708.718372
ENSMUSG00000086727	4931428L18Rik	0	0	0	2.771860533	0	0	0	2.185193601	0
ENSMUSG00000100910	Gm29128	0	0	0	1.385930266	0	1.328876086	0	0	0
ENSMUSG00000070960	Gm10307	3.247406853	5.755482437	7.748733804	30.83694843	39.07016157	27.24195977	9.018334596	2.185193601	2.272499003
ENSMUSG00000104498	RP23-109J14.3	8.118517132	2.302192975	0	0.692965133	1.562806463	1.993314129	1.503055766	2.185193601	0
ENSMUSG00000100481	Gm7114	34.09777195	9.208771899	17.04721437	10.04799443	25.78630663	5.979942388	9.769862479	15.2963552	11.36249501
ENSMUSG00000101612	Gm7933	4.871110279	2.302192975	0.77487338	3.464825666	0	0	0	0	0
ENSMUSG00000026134	Prim2	4012.171167	3911.425864	3762.010262	3774.581081	3670.250978	3410.560475	4494.136741	4661.01795	4022.323235
ENSMUSG00000101682	Gm29228	4.871110279	2.302192975	3.099493522	0.692965133	0.781403231	1.328876086	0.751527883	8.740774403	0
ENSMUSG00000102714	RP24-423J19.3	40.59258566	44.89276301	45.71752944	86.62064165	158.624856	45.18178693	69.14056524	39.33348481	31.81498604
ENSMUSG00000102093	Gm17813	1.623703426	0	0	1.385930266	0	0	0	0	0
ENSMUSG00000103746	RP24-423J19.1	0	20.71973677	12.39797409	7.276133899	19.53508078	11.29544673	6.012223064	8.740774403	9.089996011
ENSMUSG00000004768	Rab23	919.0161393	1001.453944	1023.607736	671.4832141	859.5435545	691.0155649	1033.350839	970.2259587	897.6371061
ENSMUSG00000042215	Bag2	818.3465269	1035.986839	838.4129976	596.2964971	626.6853915	586.0343541	786.0981657	1204.041674	688.5671978
ENSMUSG00000103072	RP23-32P22.1	1.623703426	0	1.549746761	0	7.032629082	0	3.757639415	4.370387201	0
ENSMUSG00000042197	Zfp451	4609.694027	5190.294062	5063.022668	5823.678979	6628.643611	5116.83737	4587.326198	4824.90747	4767.702908
ENSMUSG00000081402	Gm15455	8.118517132	5.755482437	3.874366902	3.118343099	5.469822619	5.979942388	3.006111532	8.740774403	2.272499003
ENSMUSG00000042182	Bend6	58.45332335	34.53289462	44.94265606	186.0611383	219.574308	150.1629978	87.92876232	133.2968096	84.0824631
ENSMUSG00000104416	RP23-32P22.2	0	1.151096487	0	0.692965133	0	0	0	0	2.272499003
ENSMUSG00000026131	Dst	123.4014604	132.3760961	136.377715	448.3484412	577.4569879	368.0986759	185.6273871	181.3710689	306.7873654
ENSMUSG00000103596	RP23-87D8.2	4.871110279	0	9.298480565	17.32412833	41.41437126	9.966570647	9.769862479	0	4.544998006
ENSMUSG00000099382	Gm28631	0	0	0	2.0788954	0.781403231	0	0	0	0
ENSMUSG00000103364	RP23-87D8.4	0	11.51096487	10.84822733	66.87113535	93.76838776	39.20184455	27.80653167	19.66674241	9.089996011
ENSMUSG00000096992	Gm26788	3.247406853	0	29.44518846	1.385930266	6.251225851	6.644380431	3.006111532	0	2.272499003
ENSMUSG00000104475	RP24-422C24.2	112.0355364	143.8870609	233.2368875	111.2209039	138.3083719	87.04138365	118.7414055	166.0747136	202.2524112
ENSMUSG00000103001	RP24-422C24.3	6.494813705	0	3.874366902	5.543721066	4.688419388	0	4.509167298	2.185193601	6.817497008
ENSMUSG00000101462	Gm3052	40.59258566	82.8789471	95.30942579	113.2997993	92.2055813	63.1216141	65.38292582	24.03712961	65.90247108
ENSMUSG00000102336	mmu-mir-5103	1076.515372	910.5173216	1437.390121	1349.549597	1125.220653	952.1397158	982.998471	775.7437282	1327.139418
ENSMUSG00000042111	Ccdc115	4296.319266	4256.754811	4002.995883	4614.454822	4340.69495	4556.051662	4642.939261	5163.612478	3890.518293
ENSMUSG00000101711	Gm28306	0	0	3.874366902	1.0394477	2.344209694	0.664438043	0.751527883	10.925968	0
ENSMUSG00000026127	Imp4	5502.730912	5869.440989	5531.821063	5022.264803	5375.272828	5419.821118	5365.909085	6269.32044	5174.480229
